year,event_rank,event_text,source_url,source_element_index
1994,7,"The Chicago Cubs' Tuffy Rhodes became the first National League player to tally three home runs (all consecutive) on Opening Day at Wrigley Field. Despite the setback, Dwight Gooden and the New York Mets held on to beat the home team 12-8.",https://www.baseball-almanac.com/yearly/yr1994n.shtml,65
1994,8,"The St. Louis Cardinals set a new major-league record by stranding sixteen base runners in a 4-0 shutout by the Philadelphia Phillies. After eight innings, the game remained scoreless, but reliever Mike Perez stumbled in the ninth surrendering two hits, one walk and a three-run homer.",https://www.baseball-almanac.com/yearly/yr1994n.shtml,66
1994,9,Jeff Bagwell became the twenty-eighth player in Major League history to homer twice in the same inning as Houston rallied for nine runs in the sixth during a 16-4 massacre over the Los Angeles Dodgers.,https://www.baseball-almanac.com/yearly/yr1994n.shtml,67
1994,10,"The Major League Players Association rejected an owner's salary cap proposal, asking players to split all revenues 50-50. In addition, the citation stated that salary arbitration would be eliminated and free agency for players could be reached after four years in the majors instead of six.",https://www.baseball-almanac.com/yearly/yr1994n.shtml,68
1994,11,"As negotiations continued to heat up, the owners decided to withhold $7.8 million that they were obligated to pay into the players' pension and benefit plans. The final straw fell after the Senate Judiciary Committee failed to approve an antitrust legislation that left the players with little choice but to strike.",https://www.baseball-almanac.com/yearly/yr1994n.shtml,69
1994,12,"On September 14th, the remainder of the baseball season was canceled thirty-four days into the players' strike. As a result, the World Series was also called off for the first time since 1904. Three months later, the owners unilaterally implemented a salary cap as negotiations remained at a standstill.",https://www.baseball-almanac.com/yearly/yr1994n.shtml,70
1994,13,Hitting Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1994n.shtml,72
1994,14,Pitching Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1994n.shtml,73
1994,15,"On April 8, 1994, Chan Ho Park pitched a game for the Los Angeles Dodgers and became the first Korean born player in Major League history.",https://www.baseball-almanac.com/yearly/yr1994n.shtml,77
1994,16,"On June 30, 1994, Darren Lewis was charged with an error after playing a record three-hundred and ninety-two errorless games in center field.",https://www.baseball-almanac.com/yearly/yr1994n.shtml,78
1994,17,"On September 14, 1994, the World Series is cancelled due to the strike which started on August 12th. Ninety years has passed since there has not been a World Series.",https://www.baseball-almanac.com/yearly/yr1994n.shtml,79
1994,13,← 1993 | 1994 Hitting Statistics League Leaders | 1995 →,https://www.baseball-almanac.com/yearly/yr1994a.shtml,72
1994,14,← 1993 | 1994 Pitching Statistics League Leaders | 1995 →,https://www.baseball-almanac.com/yearly/yr1994a.shtml,73
1994,17,"On April 21, 1994, Eddie Murray hit a home run from both sides of the plate for the eleventh time during his career breaking Mickey Mantle's record of ten!",https://www.baseball-almanac.com/yearly/yr1994a.shtml,77
1994,18,"Did you know that on April 27, 1994, Scott Erickson threw the first Minnesota Twins no-hitter since 1967?",https://www.baseball-almanac.com/yearly/yr1994a.shtml,78
1994,19,"On June 13, 1994, Don Mattingly played in his one-thousand four-hundred sixty-ninth game at first base moving past Wally Pipp and a little closer to Lou Gehrig's record!",https://www.baseball-almanac.com/yearly/yr1994a.shtml,79
1995,1,"A massive bomb inside a rental truck exploded outside the Murrah Federal Building in downtown Oklahoma City, demolishing half of the nine-story structure and killing one-hundred sixty-eight people. Timothy McVeigh, a former U.S. soldier turned domestic terrorist, was later convicted and sentenced to death for his crime in 1997.",https://www.baseball-almanac.com/yearly/yr1995a.shtml,59
1995,2,"Big business got even bigger in 1995 as several mega-media companies merged including ABC and Disney, Westinghouse and CBS and Turner Broadcasting and Time Warner.",https://www.baseball-almanac.com/yearly/yr1995a.shtml,60
1995,3,"On September 8th, the Cleveland Indians clinched the American League Central Division after their one-hundred twenty-third game of the season. The feat marked the fastest that any team had ever won a title and moved the Tribe ahead in the American League race by a staggering 23½ games over their closest competitor, the Kansas City Royals.",https://www.baseball-almanac.com/yearly/yr1995a.shtml,63
1995,4,"The Boston Red Sox defeated the New York Yankees, 8-0 as the Beantown Bombers scored all eight of their runs on grand slams in back-to-back innings (John Valentin and Mo Vaughn). According to a SABR statistician, it was the only game ever to finish with two grand slams accounting for all of the runs scored.",https://www.baseball-almanac.com/yearly/yr1995a.shtml,64
1995,5,"Hideo Nomo became the first Japanese player to appear in the Major Leagues since 1964 when he tossed five innings for the Los Angeles Dodgers in a 13-inning, 4-3 loss to the San Francisco Giants.",https://www.baseball-almanac.com/yearly/yr1995a.shtml,65
1995,6,"The St. Louis Cardinals were awarded the first forfeit victory in the Major Leagues since July 12, 1979 after fans bombard the field with more than two-hundred balls that they had received as souvenirs for August 10th's ""Ball Day"" at Dodger Stadium. The near riot was in reaction to the ejections of Raul Mondesi and manager Tommy Lasorda in the bottom of the ninth.",https://www.baseball-almanac.com/yearly/yr1995a.shtml,67
1995,7,"In September Major League Baseball signed a $1.7 billion, five year deal with Fox, NBC, ESPN, and Liberty Media.",https://www.baseball-almanac.com/yearly/yr1995a.shtml,71
1995,8,"""You are challenged by the game of baseball to do your very best, day in and day out, and that's all I've ever tried to do."" - Cal Ripken, Jr.",https://www.baseball-almanac.com/yearly/yr1995a.shtml,72
1995,9,← 1994 | 1995 Hitting Statistics League Leaders | 1996 →,https://www.baseball-almanac.com/yearly/yr1995a.shtml,73
1995,10,← 1994 | 1995 Pitching Statistics League Leaders | 1996 →,https://www.baseball-almanac.com/yearly/yr1995a.shtml,74
1995,11,Hitting Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1995a.shtml,76
1995,12,Pitching Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1995a.shtml,77
1995,13,"On June 30, 1995, Eddie Murray had career hit number three-thousand against Mike Trombley of the Minnesota Twins.",https://www.baseball-almanac.com/yearly/yr1995a.shtml,78
1995,14,"On August 30, 1995, Lou Whitaker and Alan Trammell played in a record setting 1,914th game together with the Detroit Tigers.",https://www.baseball-almanac.com/yearly/yr1995a.shtml,79
1995,15,"On September 30, 1995, Albert Belle became the first player in Major League history with fifty doubles and fifty home runs during the same season.",https://www.baseball-almanac.com/yearly/yr1995a.shtml,80
1995,8,"""A guy who strikes out as much as I do had better lead in something."" - Mike Schmidt on his third home run title",https://www.baseball-almanac.com/yearly/yr1995n.shtml,72
1995,11,"On August 18, 1995, Tom Henke pitched his three-hundredth career save in a 4-3 victory over the Atlanta Braves.",https://www.baseball-almanac.com/yearly/yr1995n.shtml,78
1995,12,"On September 19, 1995, Andres Galarraga hits his thirtieth home run making the Rockies only the second club in history with four thirty home run players.",https://www.baseball-almanac.com/yearly/yr1995n.shtml,79
1995,13,"On October 1, 1995, the Colorado Rockies made it to the postseason faster than any other expansion club in history.",https://www.baseball-almanac.com/yearly/yr1995n.shtml,80
1996,1,"The Summer Olympic Games celebrated its Centenary in Atlanta Georgia as a record-setting seventy-nine nations won medals and fifty-three won gold. Unfortunately, the festivities were interrupted after a terrorist bomb was detonated in Centennial Olympic Park killing one person and injuring one-hundred ten more.",https://www.baseball-almanac.com/yearly/yr1996n.shtml,60
1996,2,"After capturing an unprecedented third straight U.S. Amateur in August, twenty year-old Tiger Woods turned pro and promptly won two tourneys for $790,594. Sports Illustrated selected Woods as the 1996 Sportsman of the Year and he was only getting started.",https://www.baseball-almanac.com/yearly/yr1996n.shtml,61
1996,3,"The Texas Rangers showed no mercy in running up the largest score in the American League in forty-one years while massacring the league-leading Baltimore Orioles, 26-7. Sixteen of the runs came in the fifty-six minute eighth resulting in the largest eighth inning tally in baseball history.",https://www.baseball-almanac.com/yearly/yr1996n.shtml,62
1996,4,"As the Seattle Mariners hosted the Cleveland Indians on May 2nd, an earthquake, measuring 4.8 on the Richter scale, rattled the Kingdome causing the officials to suspend the game. The incident occurred in the seventh inning as the Tribe led 6-3 and after the stadium's structure was thoroughly inspected, play resumed the following day.",https://www.baseball-almanac.com/yearly/yr1996n.shtml,63
1996,5,The Oakland Athletics' Pedro Munoz hit the longest home run in the five-year history of Camden Yards on the way to a 6-3 win over the Baltimore Orioles. The 463-foot blast to dead center field came in the sixth inning (with two on) breaking through a 2-2 tie.,https://www.baseball-almanac.com/yearly/yr1996n.shtml,64
1996,6,"New York Mets closer John Franco recorded his 300th save in a 3-2 win over the division-leading Montreal Expos. The left-handed reliever became the first to reach the 300-save mark exactly twelve years to the day (April 29th) after his first one, for the Cincinnati Reds, in 1984.",https://www.baseball-almanac.com/yearly/yr1996n.shtml,65
1996,7,"Los Angeles Dodger, Chan Ho Park became the first South Korean pitcher to win in the majors. The right-handed sensation from Kongju tossed four scoreless innings in relief of injured starter Ramon Martinez for the 3-1 victory over the Chicago Cubs at Wrigley Field.",https://www.baseball-almanac.com/yearly/yr1996n.shtml,66
1996,8,"Eric Davis belted his second grand slam in as many games leading the Cincinnati Reds to a 12-6 triumph over the home team San Francisco Giants. In doing so, the outfielder became the fifteenth player in Major League history to slam round-trippers in back-to-back outings and he went on to add a third slam later in the month.",https://www.baseball-almanac.com/yearly/yr1996n.shtml,67
1996,9,"Prior to the start of the season, major league baseball's Rules Committee announced that the strike zone would be enlarged, dropping it from the top of the knees to just below them. The change came in response to a series of recommendations to help speed up play and increase the television viewing audience that was rapidly depleting.",https://www.baseball-almanac.com/yearly/yr1996n.shtml,68
1996,10,Popular umpire John McSherry died of a massive heart attack after calling time from behind home plate seven pitches into a Reds-Expos game at Riverfront Stadium. The twenty-one year veteran had been suffering from a series of medical problems that was aggravated by his obesity.,https://www.baseball-almanac.com/yearly/yr1996n.shtml,69
1996,11,"Roberto Alomar set off a national debate after spitting in the face of umpire John Hirschbeck following an argument and ejection over a called strike in the first inning of Baltimore's game against the Toronto Blue Jays. U.S. District Judge Edmund W. Ludwig later prevented other umpires from sitting out the playoffs in protest of the incident, citing a no-strike clause in their contract.",https://www.baseball-almanac.com/yearly/yr1996n.shtml,70
1996,12,"Milt Gaston, a former American League pitcher who played for five teams in the 1920s and 1930s (Yankees, Browns, Nationals, Red Sox, White Sox) died at age one-hundred. Gaston boasted eighteen Hall of Fame teammates and managers, more than any player in history of the game.",https://www.baseball-almanac.com/yearly/yr1996n.shtml,71
1996,13,Hitting Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1996n.shtml,73
1996,14,Pitching Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1996n.shtml,74
1996,15,"On September 14, 1996, Todd Hundley hit a home run versus the Braves and broke Roy Campanella's home run record by a catcher with forty-one.",https://www.baseball-almanac.com/yearly/yr1996n.shtml,78
1996,16,"On September 17, 1996, Hideo Nomo tossed a no hitter. Why was this significant? Because his no-no came in the hitter's paradise called Coors Field.",https://www.baseball-almanac.com/yearly/yr1996n.shtml,79
1996,17,"On November 6, 1996, Todd Hollandsworth became a record setting fifth consecutive Los Angeles Dodger Rookie of the Year Award winner.",https://www.baseball-almanac.com/yearly/yr1996n.shtml,80
1996,13,"""The game has to be fun if you're going to be any good at all."" - Don Zimmer",https://www.baseball-almanac.com/yearly/yr1996a.shtml,72
1996,14,← 1995 | 1996 Hitting Statistics League Leaders | 1997 →,https://www.baseball-almanac.com/yearly/yr1996a.shtml,73
1996,15,← 1995 | 1996 Pitching Statistics League Leaders | 1997 →,https://www.baseball-almanac.com/yearly/yr1996a.shtml,74
1996,18,"On July 15, 1996, Cal Ripken, Jr. played a game at third base making it the first time since 1982 that he has not started at shortstop.",https://www.baseball-almanac.com/yearly/yr1996a.shtml,78
1996,19,"On September 6, 1996, Eddie Murray hit home run number 500 making him only the 3rd player in Major League history with more than 3,000 hits and 500 home runs.",https://www.baseball-almanac.com/yearly/yr1996a.shtml,79
1996,20,"On September 27, 1996, Roberto Alomar had a dispute with umpire John Hirschbeck. Alomar spit in the face of the umpire and was suspended for five games. Alomar appealed the decision and was allowed to play the next day and help the Orioles clinch the wild card.",https://www.baseball-almanac.com/yearly/yr1996a.shtml,80
1997,1,"Convicted domestic terrorist Timothy McVeigh was sentenced to death for the 1995 bombing of the Oklahoma City Federal Building. The former U.S. soldier and Gulf War veteran had turned anti-government in response to the controversial ATF raids at Waco, Texas and Ruby Ridge.",https://www.baseball-almanac.com/yearly/yr1997a.shtml,60
1997,2,"The Toronto Blue Jays hosted the Montreal Expos in an ""all Canadian affair"", as part of the new inter-league schedule, marking the first time since World War II that the U.S. National Anthem was not heard before a Major League ball game.",https://www.baseball-almanac.com/yearly/yr1997a.shtml,63
1997,3,The Colorado Rockies' Andres Galarraga launched a 529-foot grand slam off of the Florida Marlins' Kevin Brown for what is considered to be one of the longest homeruns ever; second only to Mickey Mantle's 565-foot tape-measure blast.,https://www.baseball-almanac.com/yearly/yr1997a.shtml,66
1997,4,"In the 50th anniversary year of Jackie Robinson's debut with the Brooklyn Dodgers, a special commemorative baseball was issued to every team for use in their opener. Throughout the season many tributes were held to honor Robinson who's number 42 was permanently retired by all Major League teams.",https://www.baseball-almanac.com/yearly/yr1997a.shtml,68
1997,5,"Curt Flood, the player whose lawsuit changed the business of baseball forever and resulted in free agency, died of cancer on January 20th. Earlier in the year, Congressman John Conyers paid tribute to the former Red, Cardinal and Senator by using his number 21 on the proposed bill that was intended to remove baseball's antitrust exemption.",https://www.baseball-almanac.com/yearly/yr1997a.shtml,69
1997,6,"The novel concept of inter-league play proved a success as attendance for those games went up 35 percent with records set in Chicago, New York and Seattle. Cumulatively, the 84 American vs. National League match-ups attracted almost three million fans with the A.L. winning forty-eight games and the N.L. topping thirty-six.",https://www.baseball-almanac.com/yearly/yr1997a.shtml,70
1997,7,"Ila Borders became the first female pitcher in history to start a Minor League baseball game as the Duluth-Superior Dukes challenged the Sioux Falls Canaries in the Northern League. Borders was credited with two strikeouts while surrendering five hits, three runs and two walks in the 8-3 loss.",https://www.baseball-almanac.com/yearly/yr1997a.shtml,71
1997,8,"""You are challenged by the game of baseball to do your very best, day in and day out, and that's all I've ever tried to do."" - Cal Ripken, Jr.",https://www.baseball-almanac.com/yearly/yr1997a.shtml,72
1997,9,← 1996 | 1997 Hitting Statistics League Leaders | 1998 →,https://www.baseball-almanac.com/yearly/yr1997a.shtml,73
1997,10,← 1996 | 1997 Pitching Statistics League Leaders | 1998 →,https://www.baseball-almanac.com/yearly/yr1997a.shtml,74
1997,11,Hitting Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1997a.shtml,76
1997,12,Pitching Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1997a.shtml,77
1997,13,"Did you know that on June 12, 1997, the first interleague game was played (in Texas) and the San Francisco Giants defeated the Texas Rangers 4-3?",https://www.baseball-almanac.com/yearly/yr1997a.shtml,78
1997,14,"On October 6, 1997, the Cleveland Indians overcame the odds and defeated the New York Yankees to advance to the American League Championship Series where they defeated the Baltimore Orioles on October 15, 1997 & advanced to the World Series.",https://www.baseball-almanac.com/yearly/yr1997a.shtml,79
1997,15,"On November 5, 1997, Davey Johnson became the first manager in Major League history to win the Manager of the Year Award and resign on the same day.",https://www.baseball-almanac.com/yearly/yr1997a.shtml,80
1997,10,"On June 10, 1997, Kevin Brown, from the Florida Marlins, no-hit the Giants 9-0 and missed a perfect game by one hit batter.",https://www.baseball-almanac.com/yearly/yr1997n.shtml,78
1997,11,"On September 16, 1997, Curt Schilling struck out batter number three-hundred and became only the thirteenth player in history with more than three-hundred strikeouts in a season.",https://www.baseball-almanac.com/yearly/yr1997n.shtml,79
1997,12,"On October 14, 1997, the Florida Marlins defeated the Atlanta Braves and became the first expansion team to advance to the World Series in only five seasons.",https://www.baseball-almanac.com/yearly/yr1997n.shtml,80
1998,1,"The Oakland Athletics Rickey Henderson scored the 2,000th run of his career in the A's 15-6 loss to the Cleveland Indians. In doing so, he joined Ty Cobb, Hank Aaron, Babe Ruth, Pete Rose, and Willie Mays as the only players to reach the milestone.",https://www.baseball-almanac.com/yearly/yr1998a.shtml,62
1998,2,"Cal Ripken started his 2,500th consecutive game as the Baltimore Orioles defeated the Oakland A's, 8-2. In perspective, the subsequent twenty-two longest active streaks (combined) add up to less than the ""Iron Man's"" own total.",https://www.baseball-almanac.com/yearly/yr1998a.shtml,63
1998,3,"Manager Joe Torre's Yankees outplayed the 1927 team and finished the season with an astonishing one hundred, fourteen regular-season wins and eleven postseason victories. The Bombers win column represented the most ""Ws"" by any team in one hundred, twenty-three years of Major League baseball.",https://www.baseball-almanac.com/yearly/yr1998a.shtml,64
1998,4,"Montreal Expos skipper Felipe Alou tallied his 521st career-win as manager thanks to veteran pitcher Dustin Hermanson who was also the starter in Alou's 400th, 450th, and 500th wins.",https://www.baseball-almanac.com/yearly/yr1998a.shtml,65
1998,5,"On September 8th, St. Louis Cardinal Mark McGwire topped Roger Maris' single-season home run mark by slugging his sixty-second of the year off the Chicago Cubs' Steve Trachsel. Fittingly, Sammy Sosa, McGwire's closest running mate in the race to break sixty-one, was in attendance on the field.",https://www.baseball-almanac.com/yearly/yr1998a.shtml,66
1998,6,"San Francisco Giant Barry Bonds hit his 400th home run, off the Florida Marlins' Kirt Ojala and became the first player in Major League history to boast four-hundred homeruns and four-hundred steals in a career.",https://www.baseball-almanac.com/yearly/yr1998a.shtml,67
1998,7,"Chicago Cubs broadcaster Harry Caray died at the age of eighty-four, four days after collapsing at a Valentine's Day dinner. The Wrigley Field icon, known best for leading the fans in the traditional rendition of ""Take Me Out to the Ballgame"" left behind countless memories from a career that spanned half a century.",https://www.baseball-almanac.com/yearly/yr1998a.shtml,68
1998,8,← 1997 | 1998 Hitting Statistics League Leaders | 1999 →,https://www.baseball-almanac.com/yearly/yr1998a.shtml,73
1998,9,← 1997 | 1998 Pitching Statistics League Leaders | 1999 →,https://www.baseball-almanac.com/yearly/yr1998a.shtml,74
1998,10,Hitting Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1998a.shtml,76
1998,11,Pitching Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1998a.shtml,77
1998,12,"On March 31, 1998, the Devil Rays played their first game ever and lost to the Tigers 11-6 at Tropicana Field.",https://www.baseball-almanac.com/yearly/yr1998a.shtml,78
1998,13,"On July 5, 1998, Roger Clemens struck out Randy Winn from the Devil Rays and joined the elite 3,000 Strikeout Club.",https://www.baseball-almanac.com/yearly/yr1998a.shtml,79
1998,14,"On September 20, 1998, Cal Ripken, Jr. ended ""the streak"" when he asked his manager to be removed from the lineup.",https://www.baseball-almanac.com/yearly/yr1998a.shtml,80
1998,8,"""If it (Mark McGwire's homer) hadn't hit the scoreboard, it could have gone all the way around the world and hit me in the back of my head."" - Sandy Alomar, Jr.",https://www.baseball-almanac.com/yearly/yr1998n.shtml,72
1998,11,"On March 31, 1998, the Diamondbacks played their first game ever and lost to the Rockies 7-2 at Bank One Ballpark.",https://www.baseball-almanac.com/yearly/yr1998n.shtml,78
1998,12,"On August 23, 1998, Barry Bonds hit home run number four-hundred and became the first player in Major League history with at least four-hundred home runs and four-hundred stolen bases.",https://www.baseball-almanac.com/yearly/yr1998n.shtml,79
1998,13,"On September 27, 1998, Mark McGwire hit the historic, legendary, and memorable number seventy.",https://www.baseball-almanac.com/yearly/yr1998n.shtml,80
1999,1,President Bill Clinton was acquitted of impeachment charges and remained in office despite originally denying that he had improper relations with a White House intern. After a thorough investigation it was later discovered that the President had lied under oath and he eventually confessed and apologized to the American people.,https://www.baseball-almanac.com/yearly/yr1999n.shtml,59
1999,2,"In a surprise move, the New York Yankees traded pitcher David Wells to the Toronto Blue Jays for five-time Cy Young winner Roger Clemens. Both are later reunited in pinstripes on the same Yankee rotation.",https://www.baseball-almanac.com/yearly/yr1999n.shtml,62
1999,3,"Texas Ranger Ivan ""Pudge"" Rodriguez tied the highest batting average for a catcher since Bill Dickey batted .332 in 1937. He also added thirty-five home runs, twenty-five stolen bases and one-hundred thirteen runs batted in to his cumulative stats.",https://www.baseball-almanac.com/yearly/yr1999n.shtml,63
1999,4,"The Baltimore Orioles traveled to Havana Cuba to play the national team in an exhibition game witnessed by the attending Fidel Castro. The Blackbirds defeated the Cubans 3-2 in an eleven inning affair. Two months later, the tables were turned though as the national team traveled to Camden Yards and crushed the home team 12-6 in the first game ever played between the two countries on American soil.",https://www.baseball-almanac.com/yearly/yr1999n.shtml,64
1999,5,"""The Big Unit"", Randy Johnson of the Arizona Diamondbacks, continued to dominate on the hill winning the National League Cy Young with a 17-9 record, 2.48 ERA, twelve complete games and an astonishing three-hundred sixty-four strike outs.",https://www.baseball-almanac.com/yearly/yr1999n.shtml,65
1999,6,"On April 23rd, St. Louis Cardinal Fernando Tatis set a Major League record as the only player ever to hit two grand slams in a single inning as well as the only player ever to drive-in eight runs during a single frame. Both slams are off of the Los Angeles Dodgers' Chan Ho Park who had certainly seen better days on the mound.",https://www.baseball-almanac.com/yearly/yr1999n.shtml,66
1999,7,"Another Cardinal, Mark McGwire continued to set a new standard at the plate by following up his record-breaking seventy-home run season with sixty-five more. The St. Louis slugger now held the #1 and #2 spots for single-season performances and belted his 500th career homer only a year after slamming number four-hundred.",https://www.baseball-almanac.com/yearly/yr1999n.shtml,67
1999,8,"Commissioner Bud Selig announced baseball's newest annual award created for the leading hitter in each respective league. Named after Hank Aaron, the citation recognizes the leader in hits, home runs and runs batted in.",https://www.baseball-almanac.com/yearly/yr1999n.shtml,68
1999,9,The Associated Press reported that the average salary for a Major League ball player had grown to an astonishing $1.7 million dollars a year. The New York Times later printed that the average salary for a New York Yankee was $3 million much to the dismay of the rest of the league.,https://www.baseball-almanac.com/yearly/yr1999n.shtml,69
1999,10,"Baseball announced its twenty-five man All-Century Team as selected by fan balloting. The line-up included: Lou Gehrig (1B), Jackie Robinson (2B), Cal Ripken Jr. (SS), Mike Schmidt (3B), Babe Ruth (OF), Hank Aaron (OF), Ted Williams (OF), Johnny Bench (C), Nolan Ryan (RHP) and Sandy Koufax (LHP).",https://www.baseball-almanac.com/yearly/yr1999n.shtml,70
1999,11,"Baseball and the world bid farewell to Joe DiMaggio who passed away on May 8th. During his fabled thirteen-year career, ""The Yankee Clipper"" captured three Most Valuable Player trophies and became one of the most revered players ever to lace up a pair of cleats.",https://www.baseball-almanac.com/yearly/yr1999n.shtml,71
1999,12,"""You're as famous as Mark McGwire"" said a fan at the game, ""I don't want to go there!"" - Pitcher Jose Jimenez after tossing his no-hitter",https://www.baseball-almanac.com/yearly/yr1999n.shtml,72
1999,13,Hitting Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1999n.shtml,73
1999,14,Pitching Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1999n.shtml,74
1999,15,"On August 17, 1999, Steve Kline of Montreal joined an elite group of pitchers who have each struck out four batters during a single inning.",https://www.baseball-almanac.com/yearly/yr1999n.shtml,78
1999,16,"Two National League players hit for the cycle: Todd Helton of the Rockies on June 19, 1999, and Jeff Kent of the Giants on May 3, 1999.",https://www.baseball-almanac.com/yearly/yr1999n.shtml,79
1999,17,"On June 25, 1999, Jose Jimenez of St. Louis pitched against the powerful Randy Johnson of Arizona. Jimenez shocked the fans by pitching the only no-hitter of the entire season.",https://www.baseball-almanac.com/yearly/yr1999n.shtml,80
1999,12,← 1998 | 1999 Hitting Statistics League Leaders | 2000 →,https://www.baseball-almanac.com/yearly/yr1999a.shtml,73
1999,13,← 1998 | 1999 Pitching Statistics League Leaders | 2000 →,https://www.baseball-almanac.com/yearly/yr1999a.shtml,74
1999,16,"In 1999, Pedro Martinez won the Cy Young Award, but did you know he also accomplished the unusually rare feat of a Triple Crown?",https://www.baseball-almanac.com/yearly/yr1999a.shtml,78
1999,17,"Only a handful of American League pitchers have ever struck out four batters during a single inning. On May 12, 1999, Chuck Finley of Anaheim joined that elite group. Three months later, on August 15, 1999, Chuck Finley became the first pitcher to do it twice!",https://www.baseball-almanac.com/yearly/yr1999a.shtml,79
1999,18,"On May 10, 1999, Nomar Garciaparra became one of the few hitters to ever hit two grand slams during one game!",https://www.baseball-almanac.com/yearly/yr1999a.shtml,80
2000,1,"""Y2K"" spawned a paranoid phenomenon due to the impending threat of the world's computers crashing. Despite millions of dollars and countless man-hours spent in preparation, the impending cyber-disaster amounted to nothing.",https://www.baseball-almanac.com/yearly/yr2000a.shtml,59
2000,2,"Shortstop sensation Nomar Garciaparra earned his second consecutive batting title and Pedro Martinez earned his third Cy Young Award in four years, but it wasn't enough to get the Red Sox to the playoffs for a third consecutive season. Despite their best efforts, ""The Curse of the Bambino"" continued to reign as the Sox finished 2½ games behind the Yankees in the American League East.",https://www.baseball-almanac.com/yearly/yr2000a.shtml,62
2000,3,"The Detroit Tigers topped the Minnesota Twins, 12-11 on October 1st, as Shane Halter became the fourth Major Leaguer in history to play all nine positions in a game. Both teams combined to use fifteen pitchers, tying the Major League mark and setting an American League record.",https://www.baseball-almanac.com/yearly/yr2000a.shtml,63
2000,4,Major league baseball ordered Atlanta Braves pitcher John Rocker to undergo psychological testing following racial remarks he had made during an off-season interview with Sports Illustrated. He was later suspended for fourteen days and allowed to attend Spring Training after paying an undisclosed fine and attending sensitivity training.,https://www.baseball-almanac.com/yearly/yr2000a.shtml,65
2000,5,"The Chicago Cubs christened the 2000 season by defeating the New York Mets, 5-3 in the Tokyo Dome in Japan marking the first Major League game ever played on Asian soil.",https://www.baseball-almanac.com/yearly/yr2000a.shtml,66
2000,6,"Following the death of Montreal Canadian Maurice Richard, the Expos announced that they would wear ""The Rocket's"" number nine for the remainder of the season as a tribute to the late hockey icon. It was the first time that a Major League Baseball team was believed to have honored an athlete from another sport.",https://www.baseball-almanac.com/yearly/yr2000a.shtml,67
2000,7,American League president Gene Budig resigned and was appointed a senior adviser to baseball commissioner Bud Selig. The American and National leagues were officially disbanded as separate legal entities with all rights and functions consolidated in the commissioner's office.,https://www.baseball-almanac.com/yearly/yr2000a.shtml,68
2000,8,"Following a May 16th incident in which sixteen Los Angeles Dodger players and three coaches entered the stands during a fight with fans at Wrigley Field, nineteen suspensions are handed out resulting in the loss of sixty games for the players and twenty-four for the coaches.",https://www.baseball-almanac.com/yearly/yr2000a.shtml,69
2000,9,"Andrew Klein, a boy who was struck in the head and suffered permanent brain damage while attending batting practice before a Florida Marlins game in 1997, was finally awarded $1.05 million by a state court jury. The decision set the stage for limiting children's access to players on the field and required stricter safety guidelines for kid's pre-game ballpark programs.",https://www.baseball-almanac.com/yearly/yr2000a.shtml,70
2000,10,"Four American League teams finished with a better winning percentage than the New York Yankees. However, the Bronx Bombers were really not concerned with the final standings and progressed through the post-season with ease defeating their cross-town rival Mets four games to one in the fourteenth rendition of the ""Subway Series"".",https://www.baseball-almanac.com/yearly/yr2000a.shtml,71
2000,11,"""It was basically an unsportsmanlike conduct penalty and in the NFL you get fifteen yards for that. They found there was no intent (during the bat throwing incident in the 2000 World Series) and we knew it was that way from the beginning."" - Roger Clemens",https://www.baseball-almanac.com/yearly/yr2000a.shtml,72
2000,12,← 1999 | 2000 Hitting Statistics League Leaders | 2001 →,https://www.baseball-almanac.com/yearly/yr2000a.shtml,73
2000,13,← 1999 | 2000 Pitching Statistics League Leaders | 2001 →,https://www.baseball-almanac.com/yearly/yr2000a.shtml,74
2000,14,Hitting Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr2000a.shtml,76
2000,15,Pitching Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr2000a.shtml,77
2000,16,"Pedro Martinez of Boston was the ERA champion in 1999 as well, but did you know that during the 2000 season his nearest competition was Roger Clemens of New York who finished the season with a 3.70 ERA?",https://www.baseball-almanac.com/yearly/yr2000a.shtml,78
2000,17,"On April 23, 2000, Bernie Williams of New York hit two home runs - one from each side of the plate. Jorge Posada matched the feat with his second homer in the ninth inning and they became the first duo to perform the feat during the same game!",https://www.baseball-almanac.com/yearly/yr2000a.shtml,79
2000,18,"In Major League history, no player had won the All-Star Most Valuable Player Award and World Series Most Valuable Player Award during the same season until Derek Jeter won each during this season!",https://www.baseball-almanac.com/yearly/yr2000a.shtml,80
